id,created_at,username,full_text,retweets,likes,lang
1756718054866903372,Sun Feb 11 16:33:17 +0000 2024,rantasticgurl,"Pernah ngide naik transjakarta sendiri pas mau pulang dari suatu tempat di jakarta (ini dulu pas masih sma dan belum pernah kemana mana sendiri) taunya salah naik jurusan busyway nya berakhir muter muter padahal udah tengah malam, dgn kondisi baterai abis + nangis di busyway hehe",0,0,in
1756298938775474218,Sat Feb 10 12:47:52 +0000 2024,tj_nita,"Nangis jg 😭😭😭 ""Kita sdh berjuang, tinggal nunggu ketetapan dr Alloh SWT""  Saat2 berdebat, tukar pikiran, kejutan, berbagi keceriaan, saling meroasting, telah berakhir.  Sgt bangga bs bersama kalian humanies &amp; anak2 abah seIndonesia 😭🥰🥰🥰",0,0,in
1755284480208834590,Wed Feb 07 17:36:46 +0000 2024,minyak29000,Seru klo ga macet anjay klo macet mual bgt perna hampir pingsan di tj berakhir berenti di halte terdekat trs ngojol 😓,0,0,in
1755156006626288056,Wed Feb 07 09:06:15 +0000 2024,EXOistrinyaEXOL,"@jnessy_ @BFbu88 @Reiza_Patters @elisa_jkt @PT_Transjakarta Iya harusnya ga masuk akal, tapi sejuh ini ketika pendukung paslon lain mau jatuhin pak anies semua yang ga masuk akal itu bahan gorengan mereka dan saat dikasih fakta pada tutup mata.. berakhir yg buruk² nya tetap tersebar sedangkan faktanya tidak :""",0,2,in
1755142378531565891,Wed Feb 07 08:12:06 +0000 2024,TJHoois,"@Little_secret9 @ErikIlyas1 Kalau otot lbh menonjol dr otak... kebanyakan berakhir spt oknum anak ini,, Jagoan yg nangis pd akhirnya ....#hukuman maksimal sedang menanti dr Pak Hakim",0,0,in
1755063892219490492,Wed Feb 07 03:00:14 +0000 2024,msstrasr,"@WulanIstri Seperti kita naik tj yg terakhir, lalu berakhir di stasiun gambir 🤭🤭",0,0,in
1754667570727367073,Tue Feb 06 00:45:23 +0000 2024,ileuvvme,"Tdr di tj, trs ga denger tuh suara2 udh dmn nya. Tau2 denger ""pemberhentian selanjutnya slipi petamburan""  Auto bangun dan berakhir diem di halte dulu karena masi cengo😭",0,0,in
1753698901134291425,Sat Feb 03 08:36:14 +0000 2024,opiee_novita,Hari ini kejebak stuck traffic jam selama 2 jam di busway dan berakhir jalan kaki 2 km cuma buat balik ke kost😭,0,0,in
1753035371305426979,Thu Feb 01 12:39:36 +0000 2024,ashanides,@tanyarlfes aku di bulan ini akan segera berakhir tida ada di dalam bus yang terintegrasi dengan Transjakarta dan mobil lainnya dari berbagai macam jenis upacara adat istiadat dan budaya yang ada di dalam bus yang terintegrasi dengan Transjakarta dan mobil lainnya dari berbagai sumber,0,0,in
1752298986093027759,Tue Jan 30 11:53:29 +0000 2024,hestysetyorinii,Gara-gara laper akupun jadi tidak fokus dan berakhir salah naik TJ :((((,0,1,in
1751887907227644394,Mon Jan 29 08:40:00 +0000 2024,txttransportasi,"Layanan TransJakarta rute 7E Kp. Rambutan - Ragunan beroperasi terakhir pada Kamis, 1 Februari 2024.  Rute 7E berakhir beroperasi karena hasil dari analisa &amp; evaluasi berdasarkan kajian yang sudah dijalankan.",0,2,in
1751592609641034239,Sun Jan 28 13:06:35 +0000 2024,wtnbharuto_nana,"@caratstalk ini diaaa, PC pertama aku yang di kasih sama temen carat ku yang kenalan secara ga sengaja di busway wkwkw dan berakhir jadi temen deket🤍 @Horangvee https://t.co/J1lxnPxdL9",0,1,in
1750831496582336788,Fri Jan 26 10:42:12 +0000 2024,goldenhawr,"jujur emng gw ngerasa bgt klo lg di kampung, pengen jalan"" tuh repooottttt bgt anjirr. keluarga 5 gapunya mobil, motor cmn satu dan berakhir klo di kampung dirumah aja, kecuali lg diajakin sama sodara yg punya mobil. giliran di jkt gw setiap hari jalan bjir, kemanapun tinggal Tj.",0,0,in
1750547244577894455,Thu Jan 25 15:52:41 +0000 2024,callistweet,"satu dan lain hal kita gajadi nonton di kokas, malah berakhir mau nonton di kuncit aja…. yaudah otw lah kita ke kuncit naik tj pas sampe yaudah kita beli tiket nonton barbie, terus gue juga beli snack dan lain lain tapi kita bingung kok film barbienya masih coming soong anjg",0,0,in
1748364707558576304,Fri Jan 19 15:20:03 +0000 2024,chibiaio,"Hal yg aku sukai ketika duduk menikmati perjalanan. Entah itu saat d mrt, transjakarta, bus, mobil ataupun motor. Aku tidak itu cpt"" Berakhir. Sedih sekaligus lega telah sampai",0,0,in
1747545581873246667,Wed Jan 17 09:05:09 +0000 2024,DianRavi,"@amandatydes @vandy_46 Tapi kita disatukan dg TJ 4F lho, Nda. Dia lewat dpn komplek aku dan berakhir ga jauh dari wilayah Manda",0,0,in
1746865915608871376,Mon Jan 15 12:04:24 +0000 2024,anvarerahh,@fairuzalf Yg aku hampir jatoh muka kamu panik bgt seakan2 dunia akan berakhir kalo aku menyentuh lantai busway,0,0,in
1744203259475320877,Mon Jan 08 03:43:57 +0000 2024,humaspolresaga3,"*Dua Orang Sindikat Pengedar Uang Palsu Diamankan Satreskrim Polres Agam*  Perjalanan dua orang pengedar uang palsu asal Provinsi Riau berakhir di Kabupaten Agam. Kedua pelaku berhasil dibekuk polisi setelah gagal mengedarkan uang palsu di Pasar Ahad, Kec. TJ. Raya Kabupaten Agam https://t.co/kKAzNFpSvO",0,1,in
1744145292768018815,Sun Jan 07 23:53:37 +0000 2024,wonblooming,"Appreciation post to sobat membadut GDA dan sobat otw dari kebayoran ke jis dengan segala dramanya @pakslamet88 💜. Mulai dari drama ujan deres, kabel krl kena petir, naik tj kena macet dan berakhir naik grab ke jis. Pokoknya GDA ini full drama tp seru 😂 https://t.co/Li2pQjqtLF",1,5,in
1744034292198723830,Sun Jan 07 16:32:32 +0000 2024,TopanTj,"@grace_nat Susah kalau antar pendukung hadir bersamaan dlm debat semacam ini. Suasananya seperti pertandingan olah raga saja. Kenapa gak debat di depan penggemar musik klasik aja, penontonnya pasti anteng banget. Hanya bersorak setelah performance masing2 berakhir.",0,0,in
1743892823173464296,Sun Jan 07 07:10:23 +0000 2024,TripleS1224,"Ini serius bgt, sedikit cerita gua balik dari jis jam set 11 trs naik TJ macet parah.. berakhir sampe di st Juanda jam 12.12 dan udh ketinggalan kereta... 🙂 Tolong bgt jangan di JIS kalau pun mau di JIS rolong promotor nya perhatiin orang orang yg dateng!",0,0,in
1743086532930818505,Fri Jan 05 01:46:29 +0000 2024,jinniekmy,Gamau nethink tapi emg aneh bgt??? Kyk gamungkin kan stranger ketemu di tj ngajak ngobrol berakhir minta nomer secara randomly kekk emg boleh se-friendly itu???? Gw tau sih ini agak sus cuman gw jg gamau kek sombong CUMAN EMG ANEH,0,0,in
1742991698060571120,Thu Jan 04 19:29:38 +0000 2024,AnakHondaAmazon,"njink beneran halu guwe, dlu pas sebelum masuk sma gw beneran rill pgn masuk sopa TP KNP GW JDI BERAKHIR SKLH DI TJ 😁😁",0,0,in
1742576007704678472,Wed Jan 03 15:57:50 +0000 2024,nongsuuay,"inget pernah TJ date keliling jkt. fotoin ex di JPO kemayoran &amp; berakhir movie date di salah satu mall yg br bk  it was nice, till i realized my masc. energy kegedean. harusny, yg inisiatif fotoin itu laki, ya 😄  dan lucunya, foto yg gw ambil msh dipake sbg ava email amp hr ini",0,0,in
1742505348005863685,Wed Jan 03 11:17:03 +0000 2024,safnamayda,"@tanyakanrl Senin kemarin naik krl,mrt,lrt, tj gaada tujuan yang berakhir cuma makan dibelakang bunderan hi sama suami anak tuh seru banget🥰",0,0,in
1742312538459762835,Tue Jan 02 22:30:54 +0000 2024,_cinnamotyong,"Sodara gue lucu banget waktu pertama kali naek TJ. Kata dia, kok pegangan tangan cwe cwo ga boleh ka, ga boleh pacaran ya dalem busway. Gue sambil ketawa bilang, itu dia pegangin rok cwe tan, alias mau asusila, bukan pegangan tangan, berakhir cekikikan dalem bus 😭😭😭",0,0,in
1741658688996458816,Mon Jan 01 03:12:44 +0000 2024,bobexlbud,"@menghalusinasy @TumblerrHub @ShandyMarpaung Gagasan yg bagus tanpa perencanaan dan eksekusi yg bagus akan berakhir seperti naturalisasi, program anies yg berhasil justru yg melanjutkan program sebelumnya KJP plus, JIS, jak lingko, revitalisasi halte transjakarta dll",0,0,in
1762423237315825995,Tue Feb 27 10:23:38 +0000 2024,LarasBambang,"@sardiggory Gw bandingin Microtrans buat trayek yang ada saingan searah-nya sama yang ga ada saingan. Yang ada saingannya, misal si Roxy-Benhil itu, lebih gila dibanding Grogol-Benhil.Apakah berlaku untuk TJ  juga?",0,0,in
1762286998478536804,Tue Feb 27 01:22:16 +0000 2024,08___01,"Hari ini, di CL dan di TJ, sebelahan sama orang yg lagi buka Duolingo....  Apaka reminder u berlaku di real life juga?🥲",0,0,in
1761637803124035796,Sun Feb 25 06:22:36 +0000 2024,initije,"Waktu Sleman bagian Hujan+angin (utamanya berlaku untuk Tempel,Denggung,Jakal,Maguwo dan Babarsari)",0,0,in
1761520464244138060,Sat Feb 24 22:36:20 +0000 2024,RafifFadhlurra4,@Qiuwi2 @PT_Transjakarta Silahkan naik KRL jurusan Jakarta Kota turun di Gondangdia lalu naik 2Q jurusan Balaikota turun di Perpustakaan Nasional dan ini berlaku untuk sebaliknya,0,0,in
1761233852578816182,Sat Feb 24 03:37:27 +0000 2024,RafifFadhlurra4,@dyyahayuu @PT_Transjakarta Silahkan naik JAK.10 jurusan Tanah Abang turun di Stasiun Tanah Abang lalu naik JAK.14 jurusan Meruya turun di Meruya Taman Aries dan ini berlaku untuk sebaliknya,0,0,in
1761214221122154697,Sat Feb 24 02:19:26 +0000 2024,lovebirddsss,"@ezash Non tech, cuti bersama ga potong cuti tahunan, gapernah ditanya tiap cuti mau kmn, tiap 5thn sekali ada hadiah 3x gaji (berlaku kelipatan), asuransi swasta (kl gadipake di akhir thn di tf ke kita), thr, lingkungan ga toxic, selalu plg tenggo, di dpn kantor mrt sm halte busway😆",3,8,in
1761135412091970047,Fri Feb 23 21:06:17 +0000 2024,RafifFadhlurra4,@gloomyez @PT_Transjakarta Langsung saja naik 6A/B jurusan Balaikota dan ini berlaku untuk sebaliknya,0,0,in
1760987177545334911,Fri Feb 23 11:17:15 +0000 2024,RafifFadhlurra4,@utaaaaariiiiii_ @PT_Transjakarta Silahkan naik 8C jurusan Tanah Abang turun di Polsek Tanah Abang lalu naik JAK.48A jurusan Stasiun Tebet turun di Ambassador dan ini berlaku untuk sebaliknya,0,0,in
1760735554013122694,Thu Feb 22 18:37:23 +0000 2024,TopanTj,"@TeddGus Nasihat yg bijak saat capresnya Jokowi yg menang scr meyakinkan. Coba kita lihat sekarang ini, masih berlaku gak",0,1,in
1758017638163443760,Thu Feb 15 06:37:21 +0000 2024,darkono_tj,"Daftar penggelembungan Suara 02 di Kabupaten Brebes. 8 TPS di 8 desa. Ini baru di 1 Kabupaten. Ayo @KPU_ID , datanya diperbaiki; Mohon @bawaslu_RI monitor ini. Mari bangun kepercayaan pada penyelenggara Pemilu 2024 dengan berlaku adil!.  https://t.co/nCVHuLaNn7",0,0,in
1757648221533610078,Wed Feb 14 06:09:26 +0000 2024,TopanTj,"@Momonsimomon @henrysubiakto Sesuai UU yg berlaku saja, bukan berandai2",0,0,in
1757434408003567913,Tue Feb 13 15:59:49 +0000 2024,xmungil,"IYES. BETUL BGT INI. infonya mulai berlaku tgl 8 feb, mana kata temen gw yg weekday naik jalur ini, kmrn tuh jadi lamaa bgt krn mesti tap out satu2 di dalam bus nya jadi makan waktu bgt222   dan blm lagi yg harus lanjutin naik tj ke arah lain jd tap 2x krn kudu masuk ke halte 👎🏻",0,0,in
1757331793039310974,Tue Feb 13 09:12:03 +0000 2024,YanuarBowo,@PT_Transjakarta Min untuk arah blok M apakah berlaku normal atau di tutup juga?,0,0,in
1756797048224133536,Sun Feb 11 21:47:10 +0000 2024,TopanTj,"@VIVAcoid Bro, lengkapi jg dg informasi krisis moneter yg berujung ekonomi nasional mengharu biru. Bukan itu saja, rezimnya otoriter, kebebasan pers dikekang, bisnis anak presiden dg fasilitas luar biasa yg merajalela, UU Subversif masih berlaku, dan oposisi disingkirkan, dll.",0,1,in
1755703107378626856,Thu Feb 08 21:20:14 +0000 2024,ITSumatera_yai,"KUNINGAN-CIREBON (Bus-2)  Jika ingin pemberangkatan bus yang banyak pemberangkatan, maka tersedia bus Primajasa yang recommended. Namun, opsi turun hanya di Pasar Rebo dan melanjutkan dengan Transjakarta sesuai skenario diatas.  Oh iya, tarif berlaku tarif kawasan. https://t.co/dz8YwsuPdc",0,0,in
1755481327909097622,Thu Feb 08 06:38:58 +0000 2024,harmourny,@collegemenfess 1 orang 1 kartu. Harus tap kartu saat masuk dan keluar transjakarta ya. Berlaku juga untuk moda transportasi lain.,0,0,in
1755292499676139964,Wed Feb 07 18:08:38 +0000 2024,TW89208,"@elisa_jkt @PT_Transjakarta Semua kembali kepada pengawasan, laporkan via JAKI, Insya Allah lgsg ditindaklajuti (pengalaman saya pribadi). Jaman Pak Anies gak ada yg berani Koperasi berlaku spt ini. Skrg PJ nya Sontoloyo...jd gak ditakuti  sma koruptor di koperasi tsb.",0,3,in
1755052247657099575,Wed Feb 07 02:13:57 +0000 2024,gherynwb,"@fajarwahyu99 @Pai_C1 Ntar si pelanggar malah playing victim sambil fotoin supir TJ pas lagi pasang muka ngeledek + julurin lidah + tangan di telinga ke dia trus upload di sosmed dengan caption ""Apakah pegawai anda dilatih buat berlaku seperti ini?"" Sambil mention akun resmi TJ",0,0,in
1754871319131275394,Tue Feb 06 14:15:01 +0000 2024,donisuzaku,"@tanyakanrl Sering, apalagi klo lagi macet. Cuma berlaku buat jalur busway yg gak ada palangnya",0,0,in
1754809394674729426,Tue Feb 06 10:08:57 +0000 2024,meynho,itulah knp aku gamau di gerbong biasa klo lg naik krl sendirian. selalu di gerbong wanita walaupun penuh. kecuali lagi gak sendirian (jalan sama temen). soalnya ya gini kadang ada cowok yg sengaja gamau geser biar bisa deket2 sama kita. dan ini pun berlaku juga pas aku naik tj,0,0,in
1754794396585976161,Tue Feb 06 09:09:21 +0000 2024,AfrialdhyTj,"@NainggolanGrup7 @XuyLuffy @utnyel @Ryan_Fighter7 *Untuk perumda, kedudukannya sebagai badan hukum diperoleh pada saat peraturan daerah yang mengatur pendiriannya mulai berlaku. * Sementara perusda, kedudukannya sebagai badan hukum diperoleh sesuai dengan ketentuan undang-undang yang mengatur mengenai perseroan terbatas",0,0,in
1754521930840134080,Mon Feb 05 15:06:40 +0000 2024,nychske,"ini terjadi di weekdays yg isinya rata rata orang pekerja, kalau weekend mah wassalam🙂 berlaku juga untuk tj",0,0,in
1753567820255019373,Fri Feb 02 23:55:22 +0000 2024,HunterXMewha,@PT_Transjakarta Min mau tanya lagi dong. Rutenya ini berlaku &amp; beroperasi setiap hari kan ya?,0,0,in
1753338272833814843,Fri Feb 02 08:43:14 +0000 2024,Rang_Hoki,"@gtahir Ini juga berlaku buat yg naik bus transjakarta, tp seringnya mrk abai apalagi buibu stw, wis mesti berdiri di tengah2 pintu ngalangin org yg mo kluar. Mungkin krn yg muda gak ngasih tmpat duduk buat yg lebih tua, jd hrs cepat masuk spy dpt tmpt duduk duluan.",0,0,in
1753033914405523758,Thu Feb 01 12:33:49 +0000 2024,bhismaaa10,@sajaksumbang @PT_Transjakarta Berlaku sebaliknya,0,0,in
1753032414358876462,Thu Feb 01 12:27:52 +0000 2024,sajaksumbang,@PT_Transjakarta Min ini st-pesing - kota berlaku sebaliknya ga sih kota - St Pesing?,0,0,in
1752850457327030641,Thu Feb 01 00:24:50 +0000 2024,agustinihthn,mending kalian adain lagi deh pramusapa dalem bis yg padet. campaign anti pelecehan kalo ga ada pengawas tuh buat apa? ini ada penumpang laki laki berlaku seolah pramusapa dan bisa bisanya jadi kesempatan nyentuh cewe penumpang lain waktu pintunya nutup. @PT_Transjakarta,0,0,in
1752259863613489579,Tue Jan 30 09:18:01 +0000 2024,TopanTj,"@gm_gm Etika hanya diomongkan kalau menyerang pihak lain, tapi gak berlaku utk kelompok sendiri. Anda saja pakai foto anak kecil, anak orang, utk tujuan framing politik. Trus anda merasa berhak bicara etika? Sorry, sediakan cermin di dekat anda sblm sok bicara etika.",0,1,in
1751891581328851052,Mon Jan 29 08:54:36 +0000 2024,pukupukupouw,@PT_Transjakarta min skrg t11 udh gabisa langsung gbk? itu berlaku di semua jam atau jam tertentu aja ya?,0,0,in
1751880968942800958,Mon Jan 29 08:12:26 +0000 2024,sebelasjul,@ae_young92 @PT_Transjakarta @caminkits Liat dimana masa berlaku kartu?  Kartu gw gakda info)),0,0,in
1751854802299228407,Mon Jan 29 06:28:27 +0000 2024,ae_young92,"@PT_Transjakarta @caminkits Min...kartu jaklingko sy masa berlaku ampe akhir maret ini,,trus gmn?? Bs diperbaharui / beki kartu lagi???",0,0,in
1751500798473932842,Sun Jan 28 07:01:46 +0000 2024,bhismaaa10,@reinofmiracle @PT_Transjakarta Gak padet ? Kesimpulan dr mana Coba di jam pulang kerja broo...  Dan jangan bilang gak ada info ttg kartu KMT yg cuma bs dipakai untuk halte BRT saja?  Pemberitahuan ini Sdh berlaku hampir beberapa bulan kok Di sosmed transjakarta   Brati anda yg tidak mencari tau dulu.,0,0,in
1751424984877285423,Sun Jan 28 02:00:30 +0000 2024,vanysrc,ku suka naik krl mrt tj bahkan naik gojek aja? jalan ke mall ga jelas atau cuma duduk di kafe sambil ngobrol lama atau suka duduk aja di ruang terbuka. tnc berlaku asal ga terik.,0,0,in
1751269152512520691,Sat Jan 27 15:41:17 +0000 2024,hoondubujjigae,@Kyoyokyoyou GUE CUMA NGESAVE POTONGAN NARASINYA SEBIJI KARENA BIKIN GW NANGIS DI TJ PADAHAL SCENENYA ORG BERLAKU JOROK😭😭 peak tertinggi au jorok tuh adalah sanggup bikin readers nangis,0,0,in
1751113205190131809,Sat Jan 27 05:21:36 +0000 2024,TopanTj,"@unilubis Parah betul pemahaman masyarakat kita. Baru petitum sdh dianggap berlaku. Udh begitu pakai dibuat sekolah2 itu sdh keputusan legal. Yg buat isu itu memang jahat. Yg pasti, dilihat dr penyebar utamanya, itu dr kubu 01, dimeriahkan kubu 03.",0,1,in
1751052536256266472,Sat Jan 27 01:20:32 +0000 2024,minelixiouss,"@daiijoobu Mungkin utk sementara, jaklingko bakal berlaku di Transjogja, tapi bisa aja perubahannya muncul dari penambahan rutenya. Jadi biar warga pelosok bisa ikut merasakan manfaatnya. Sama halnya kya Transjakarta yg rutenya bisa sampai Tangerang",0,0,in
1750814540051415307,Fri Jan 26 09:34:49 +0000 2024,pinguinterbang,@PT_Transjakarta apakah kebijakan ini hanya diterapakan untuk armada dari bekasi atau armada seperti dari depok dan tangerang juga berlaku hal seperti ini?,0,0,in
1750690318046068841,Fri Jan 26 01:21:12 +0000 2024,pinguinterbang,"@PT_Transjakarta pagi min, pagi ini diberitahukan akan ada penggantian armada bekasi jadi microtrans,  yang jadi pertanyaan adalah apakah kita diwajibkan tap in 2 kali? Apakah ini berlaku untuk semua armada yang emnagarah ke depok amaupun tangerang?",0,0,in
1750538566055366697,Thu Jan 25 15:18:12 +0000 2024,sambatan_bucin,"Lu bayangin panik attack cuma karena interaksi sama cowok bahkan sama stranger sekalipun!! Dan gue masih bersyukur hal2 kayak gitu ga berlaku buat mang ojol. Bayangin kalo iya😭😭 kemana2 naek apa gue?? Masa ngesot?! Ya bener ada tj, tp ga semua bisa dijangkau tj😭🤧👌🏻",0,0,in
1750358517398356062,Thu Jan 25 03:22:45 +0000 2024,checkpoint1945,@PT_Transjakarta @MargarethaIin Kelemahan aplikasi Tije adalah tidak bisa berlaku di plang stop NBRT sehingga tdk bisa memantau pergerakan bus NBRT,0,0,in
1750103278657081461,Wed Jan 24 10:28:31 +0000 2024,Tidnzl095,"@PT_Transjakarta Min, untuk saat ini tarif terintegrasi antar moda transportasi yg waktu dulu diumumin maksimal Rp. 10.000,00 masih berlaku nggk ya?",0,0,in
1750039832334844136,Wed Jan 24 06:16:24 +0000 2024,NephilaXmus,"Halo @CommuterLine @PT_Transjakarta Dishub @kemenhub151 @DKIJakarta , Apa alasan policy Kartu Commuterline tidak berlaku laku buat Bis Trans Jakarta per 1 Januari 2024? Di mana semangat Integrasi dan Inclusive?",3,11,in
1748888888612130946,Sun Jan 21 02:02:58 +0000 2024,Lazysundaymorn_,I lof naik tj ke pim biar garibet cari parkir. Berlaku buat parkir mobil motor hadeu.,0,0,in
1748714891446473080,Sat Jan 20 14:31:34 +0000 2024,Azizzay,"Muter Jakarta, fix gaperlu bawa mobil, ribet, macet, tidak fleksibel. (Berlaku untuk rumah dekat dengan stasiun/halte TJ)",0,0,in
1748630077368369616,Sat Jan 20 08:54:33 +0000 2024,stwannnn,@PT_Transjakarta masih berlaku engga min?,0,0,in
1748317973134389326,Fri Jan 19 12:14:21 +0000 2024,glasnosti,@qronoz @JaklingkoID_ Ohhh iya ya. Tp apakah utk mrt lrt tj bs lsg aja dan berlaku intragasi tanpa aktifin kartunya?,0,0,in
1748270171138224143,Fri Jan 19 09:04:24 +0000 2024,justhaomine,"@PT_Transjakarta Katanya udah berlaku dari 11 Januari?? Gimana sih? Semingguan ini jadi buang waktu nyoba nungguin 1Q di deket rumah. Kalo belum berlaku infoin dong min, jangan phpin penumpang",0,0,in
1747618375721951313,Wed Jan 17 13:54:24 +0000 2024,AnnRinnesia,@PT_Transjakarta Kalo yang ini berlaku kapan min? *gen ask* https://t.co/Wz7ZWHLGKQ,0,0,in
1747281664127238336,Tue Jan 16 15:36:26 +0000 2024,txtfrommiyu,"@kedelemsg edi nanya siapa yg udah kerjain to. tj dah kerjain, tapi hukum berlaku suara tj ga dihitung",0,0,in
1747244465742602592,Tue Jan 16 13:08:37 +0000 2024,nanaminspanini,"@tanyakanrl Tergantumg mesin tap nya, kalo mesin tap nya ada 2 masuk depan belakang kayanya di okein aja sm kondektur tj nya. Kalo mesin tap nya 1 naiknya dari depan. Tpi ga tau ini berlaku utk semua tj atau ga, aku naik tj koridor 2b selalu begitu",0,0,in
1747232891296452923,Tue Jan 16 12:22:37 +0000 2024,antaranews,TransJakarta nilai stiker Penjabat Gubernur DKI Heru Budi Hartono yang terpasang di sejumlah halte masih wajar dan sesuai aturan yang berlaku.  https://t.co/VfWPd8Vupp,0,0,in
1746894943770296478,Mon Jan 15 13:59:44 +0000 2024,Kantah_Jakbar,"Wartomo hadir dan sebagai saksi dalam penyerahan sertipikat HPL kepada PT. TransJakarta. ""Saya harap PT. TransJakarta dapat mempergunakan HPL ini sesuai dengan ketentuan yang berlaku. Ketika sertipikat itu terbit, maka disitulah kekuatan hukum berlaku dimana apa yang harus",0,1,in
1746894941341749695,Mon Jan 15 13:59:44 +0000 2024,Kantah_Jakbar,"""Sudah jadi tugas kami Bapak/Ibu sekalian, proses pensertipikatan ini sudah sesuai dengan SOP dan ketentuan yang berlaku yang harapannya dapat memberikan efek positif bagi perusahaan PT. TransJakarta. Dalam kesempatan ini juga Kepala Kantor Wilayah BPN Provinsi DKI Jakarta,",0,0,in
1746400449224429973,Sun Jan 14 05:14:48 +0000 2024,firayunitaa,"@bhismaaa10 @PT_Transjakarta Saya dari mcd cibubur atau lrt harjamukti, perbandingannya pernah 4:1, 5:1 paling parah 7:1 dan selalu lebih banyak 73 ga pernah 28, dan ini berlaku di jam siang atau sore, kalau pagi saya belum pernah.",0,0,in
1746093986807501081,Sat Jan 13 08:57:01 +0000 2024,dnprxx,"@fasabimuhammad @vavivavevo @PT_Transjakarta Keknya alasan ini berlaku selama armada BRT blm bertambah, kalo armada BRT bertambah pasti rutenya bakal kembali seperti semula. Karena skrg lebih banyak bus metrotransnya jadi statement tsb ya masuk akal jga sih.",0,0,in
1745950903142871283,Fri Jan 12 23:28:28 +0000 2024,TjOthman,@501Awani Tuan @anthonyloke  minta control lori-lori ni teruma waktu nk pergi kerja  dan balik kerja. Diorang bawa laju ikut suka hati ja. Bagi waktu untuk diorang kerja lah senang. Pemandu Lori punca kemalangan berlaku sekarang.,0,1,in
1745838969445855719,Fri Jan 12 16:03:41 +0000 2024,ZentelaAsiatica,@PT_Transjakarta berlaku sejak kapan sih? announcement di bus udah diupdate?,0,0,in
1745788678503575931,Fri Jan 12 12:43:50 +0000 2024,miptii,@PT_Transjakarta halo kak Kalau dr kampus A unj mau ke seskoal naik koridor berp ya? Dan apakah itu berlaku utk weekend?? Makasii,0,0,in
1745647234220442046,Fri Jan 12 03:21:47 +0000 2024,thisisandri,@matchafrappe97 @arungbudoyo Tarif ceban bukannya harus naik tj dulu baru mrt &amp; ga berlaku kalo kebalikannya? Cobain dah,0,0,in
1745074411479458063,Wed Jan 10 13:25:36 +0000 2024,dymszy,"@Susilow62383231 @adel_saputra24 @PT_Transjakarta Kalo DKJ resmi berlaku, bisa jadi bukan dia yg mimpin Jakarta.",0,0,in
