No,conversation_id_str,created_at_original,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,created_at_formated,Unnamed: 16,original_tweet,cleaned_full_text
19,1.82E+18,Tue Jul 30 06:52:45 +0000 2024,0,eh ternyata nangis di busway ngga lucu dh malu aku,1.82E+18,,,in,,0,0,0,https://x.com/hdmonks/status/1818177895417991316,1.51E+18,hdmonks,7/30/2024 6:52,,eh ternyata nangis di busway ngga lucu dh malu aku,eh ternyata nangis di busway ngga lucu dh malu aku
20,1.82E+18,Mon Jul 29 22:15:34 +0000 2024,0,Kaga di busway kaga di kereta napa ini mas2 dan bapak2 ngangkang lebar bgt dah heran. Titit lu pada lebar ke samping apa gmn sih?,1.82E+18,,,in,Takayan's Heart,0,0,0,https://x.com/hjicebear/status/1818047742377148864,854365794,hjicebear,7/29/2024 22:15,,Kaga di busway kaga di kereta napa ini mas2 dan bapak2 ngangkang lebar bgt dah heran. Titit lu pada lebar ke samping apa gmn sih?,Kaga di busway kaga di kereta napa ini mas2 dan bapak2 ngangkang lebar bgt dah heran . Titit lu pada lebar ke samping apa gmn sih ?
21,1.82E+18,Sun Jul 28 14:18:45 +0000 2024,0,Di X ini banyak orang kagetan apa2 jawabannya transum tapi penunjangnya gapernah masuk pikiran. Tau harus jadi aja Dikata busway melayang gapake jalanan Dikata Bangun MRT/LRT 3 bulan jadi Dimana mereka pas kemaren sempet ada supir JRC SO karena gaada duit?,1.82E+18,,,in,,1,0,0,https://x.com/otwduls/status/1817565361723863427,71718838,otwduls,7/28/2024 14:18,,Di X ini banyak orang kagetan apa2 jawabannya transum tapi penunjangnya gapernah masuk pikiran. Tau harus jadi aja Dikata busway melayang gapake jalanan Dikata Bangun MRT/LRT 3 bulan jadi Dimana mereka pas kemaren sempet ada supir JRC SO karena gaada duit?,Di X ini banyak orang kagetan apa2 jawabannya transum tapi penunjangnya gapernah masuk pikiran . Tau harus jadi aja Dikata busway melayang gapake jalanan Dikata Bangun MRT / LRT 3 bulan jadi Dimana mereka pas kemaren sempet ada supir JRC SO karena gaada duit ?
22,1.82E+18,Tue Jul 30 01:43:06 +0000 2024,0,tadi lagi enak enak ngelamun di busway pas lewat balai kota suara orang demonya kenceng bgt. asli aku kaget,1.82E+18,,,in,,0,0,0,https://x.com/strwbrycheeze/status/1818099969985069375,361042816,strwbrycheeze,7/30/2024 1:43,,tadi lagi enak enak ngelamun di busway pas lewat balai kota suara orang demonya kenceng bgt. asli aku kaget,tadi lagi enak enak ngelamun di busway pas lewat balai kota suara orang demonya kenceng bgt . asli aku kaget
23,1.82E+18,Tue Jul 30 03:11:14 +0000 2024,0,Menjelang agustus paling berkesan liat supir truk bis dan angkutan umum pasang merah putih di kendaraanya Eh kemaren ada mobil menteri masuk jalur busway ya?,1.82E+18,,,in,Jakarta Raya,0,0,0,https://x.com/doblang_08/status/1818122151205240920,259138337,doblang_08,7/30/2024 3:11,,Menjelang agustus paling berkesan liat supir truk bis dan angkutan umum pasang merah putih di kendaraanya Eh kemaren ada mobil menteri masuk jalur busway ya?,Menjelang agustus paling berkesan liat supir truk bis dan angkutan umum pasang merah putih di kendaraanya Eh kemaren ada mobil menteri masuk jalur busway ya ?
24,1.82E+18,Sun Jul 28 02:49:22 +0000 2024,3,baru semalem diskusi ma temen menurutku: KRL: draining energy and mentality Busway: only wasting my time. pilih apaaa? ya busway doong!,1.82E+18,,,in,Neverland,0,0,0,https://x.com/salsabilaisme/status/1817391874287767850,1.25E+18,salsabilaisme,7/28/2024 2:49,,baru semalem diskusi ma temen menurutku: KRL: draining energy and mentality Busway: only wasting my time. pilih apaaa? ya busway doong!,baru semalem diskusi ma temen menurutku : KRL : draining energy and mentality Busway : only wasting my time . pilih apaaa ? ya busway doong !
25,1.82E+18,Tue Jul 30 09:35:07 +0000 2024,0,Busway 7p yg arah cawang sentral - pondok kelapa ini emang AC nya mati semua apa ya? selama gua naek 7p AC nya gada yg bener dah...,1.82E+18,,,in,,0,0,0,https://x.com/Fgomnresyh_/status/1818218758151741880,1.15E+18,Fgomnresyh_,7/30/2024 9:35,,Busway 7p yg arah cawang sentral - pondok kelapa ini emang AC nya mati semua apa ya? selama gua naek 7p AC nya gada yg bener dah...,Busway 7p yg arah cawang sentral - pondok kelapa ini emang AC nya mati semua apa ya ? selama gua naek 7p AC nya gada yg bener dah . . .
26,1.82E+18,Mon Jul 29 14:50:10 +0000 2024,0,pinggang mo copot bediri di busway,1.82E+18,,,in,,0,0,0,https://x.com/mopomopoka/status/1817935655084999045,1.80E+18,mopomopoka,7/29/2024 14:50,,pinggang mo copot bediri di busway,pinggang mo copot bediri di busway
27,1.82E+18,Mon Jul 29 12:15:24 +0000 2024,0,gue naik busway dari terminal emang halte awalnya banget lah jadi kita yg nunggu supir nya buat jalan.. terus udah tuh setelah nunggu hampir 10 menit dia masuk tuh udh duduk di kursi pengemudinya lalu pas udh siap dia tbtb ngomong~,1.82E+18,,,in,,0,1,0,https://x.com/bberryispurple/status/1817896705985245430,1.53E+18,bberryispurple,7/29/2024 12:15,,gue naik busway dari terminal emang halte awalnya banget lah jadi kita yg nunggu supir nya buat jalan.. terus udah tuh setelah nunggu hampir 10 menit dia masuk tuh udh duduk di kursi pengemudinya lalu pas udh siap dia tbtb ngomong~,gue naik busway dari terminal emang halte awalnya banget lah jadi kita yg nunggu supir nya buat jalan . . terus udah tuh setelah nunggu hampir 10 menit dia masuk tuh udh duduk di kursi pengemudinya lalu pas udh siap dia tbtb ngomong ~
28,1.82E+18,Tue Jul 30 08:49:24 +0000 2024,0,ni gocar masuk jalur busway kalo kena tilang apakah gue diajak bagi 2?,1.82E+18,,,in,,0,0,0,https://x.com/evpwvq/status/1818207253528252718,1.42E+18,evpwvq,7/30/2024 8:49,,ni gocar masuk jalur busway kalo kena tilang apakah gue diajak bagi 2?,ni gocar masuk jalur busway kalo kena tilang apakah gue diajak bagi 2 ?
29,1.82E+18,Mon Jul 29 14:55:28 +0000 2024,0,Lemes baru balik ngantor (masi di busway) Butuh banget dipukpuk Shinyu,1.82E+18,,,in,붕방붕방 // 𝟎𝟎!☾,0,0,0,https://x.com/xxshinyu/status/1817936988642976080,1.66E+18,xxshinyu,7/29/2024 14:55,,Lemes baru balik ngantor (masi di busway) Butuh banget dipukpuk Shinyu,Lemes baru balik ngantor ( masi di busway ) Butuh banget dipukpuk Shinyu
30,1.82E+18,Tue Jul 30 10:31:41 +0000 2024,0,buset busway pengap mampus,1.82E+18,,,in,,0,0,0,https://x.com/jenohepi/status/1818232994425164083,2272911548,jenohepi,7/30/2024 10:31,,buset busway pengap mampus,buset busway pengap mampus
31,1.82E+18,Sun Jul 28 23:39:35 +0000 2024,0,lagi di busway radar gua jalan WKWKWK,1.82E+18,,,in,,0,0,0,https://x.com/jenohepi/status/1817706499634028937,2272911548,jenohepi,7/28/2024 23:39,,lagi di busway radar gua jalan WKWKWK,lagi di busway radar gua jalan WKWKWK
32,1.82E+18,Tue Jul 30 04:47:52 +0000 2024,1,Anyway busway ada 114 kata asing di PP ini https://t.co/L34oHfIfW2,1.82E+18,https://pbs.twimg.com/media/GTtac3pboAEb-vo.png,ruliemaulana,in,Indonesia,0,1,1,https://x.com/ruliemaulana/status/1818146468404068426,185320244,ruliemaulana,7/30/2024 4:47,,Anyway busway ada 114 kata asing di PP ini https://t.co/L34oHfIfW2,Anyway busway ada 114 kata asing di PP ini
33,1.82E+18,Tue Jul 30 11:32:35 +0000 2024,0,Anj goblok banget aki Ngelakuin pelecehan di busway,1.82E+18,,,in,"Kramat Jati, Indonesia",0,0,0,https://x.com/_dado25/status/1818248319459864884,1.67E+18,_dado25,7/30/2024 11:32,,Anj goblok banget aki Ngelakuin pelecehan di busway,Anj goblok banget aki Ngelakuin pelecehan di busway
34,1.82E+18,Tue Jul 30 11:44:40 +0000 2024,0,melewatkam busway di depan mata,1.82E+18,,,in,,0,0,0,https://x.com/elgnisholmes/status/1818251361705980262,1.23E+18,elgnisholmes,7/30/2024 11:44,,melewatkam busway di depan mata,melewatkam busway di depan mata
35,1.82E+18,Sun Jul 28 14:46:28 +0000 2024,3,First time aku hadir di event GIIAS. Seru pol! GAIKINDO Indonesia International Auto Show (GIIAS) 2024 Indonesia Convention Exhibition (ICE) BSD City Pagedangan. https://t.co/k4zlfazoqd,1.82E+18,https://pbs.twimg.com/media/GTlQYEBbQAAM7b7.jpg,,in,Priority Seat,0,0,0,https://x.com/26Ceicei/status/1817572334422925369,124639815,26Ceicei,7/28/2024 14:46,,First time aku hadir di event GIIAS. Seru pol! GAIKINDO Indonesia International Auto Show (GIIAS) 2024 Indonesia Convention Exhibition (ICE) BSD City Pagedangan. https://t.co/k4zlfazoqd,First time aku hadir di event GIIAS . Seru pol ! GAIKINDO Indonesia International Auto Show ( GIIAS ) 2024 Indonesia Convention Exhibition ( ICE ) BSD City Pagedangan .
36,1.82E+18,Mon Jul 29 11:03:52 +0000 2024,0,Sore ini rasanya gak pengen aj balik kos rasanya burn out banget. Habis nangis mikirin banyak hal. Niatnya pengen naik busway ah pergi ke tempat aga jauh sekalian liat2 jalan. Eh badan rasanya pegel semua yaudah deh seperti biasa menunggu angkot atau busway yang lewat ke tujuan,1.82E+18,,,in,,0,1,0,https://x.com/oady_se/status/1817878705785721014,1.20E+18,oady_se,7/29/2024 11:03,,Sore ini rasanya gak pengen aj balik kos rasanya burn out banget. Habis nangis mikirin banyak hal. Niatnya pengen naik busway ah pergi ke tempat aga jauh sekalian liat2 jalan. Eh badan rasanya pegel semua yaudah deh seperti biasa menunggu angkot atau busway yang lewat ke tujuan,Sore ini rasanya gak pengen aj balik kos rasanya burn out banget . Habis nangis mikirin banyak hal . Niatnya pengen naik busway ah pergi ke tempat aga jauh sekalian liat2 jalan . Eh badan rasanya pegel semua yaudah deh seperti biasa menunggu angkot atau busway yang lewat ke tujuan
37,1.82E+18,Sun Jul 28 02:12:00 +0000 2024,0,Udah 20 taun dilarang masuk busway,1.82E+18,,,in,,0,0,0,https://x.com/em_er_zet/status/1817382467986403737,247781809,em_er_zet,7/28/2024 2:12,,Udah 20 taun dilarang masuk busway,Udah 20 taun dilarang masuk busway
38,1.82E+18,Sun Jul 28 09:15:35 +0000 2024,2,Daihatsu Sigra Cardboard. GAIKINDO Indonesia International Auto Show (GIIAS) 2024 Indonesia Convention Exhibition (ICE) BSD City Pagedangan. https://t.co/XlyjKJ9DXY,1.82E+18,https://pbs.twimg.com/media/GTkEnlya8AAPFfD.jpg,,in,Priority Seat,0,0,0,https://x.com/26Ceicei/status/1817489064905540088,124639815,26Ceicei,7/28/2024 9:15,,Daihatsu Sigra Cardboard. GAIKINDO Indonesia International Auto Show (GIIAS) 2024 Indonesia Convention Exhibition (ICE) BSD City Pagedangan. https://t.co/XlyjKJ9DXY,Daihatsu Sigra Cardboard . GAIKINDO Indonesia International Auto Show ( GIIAS ) 2024 Indonesia Convention Exhibition ( ICE ) BSD City Pagedangan .
39,1.82E+18,Tue Jul 30 05:35:58 +0000 2024,18,Kalo soal angkotnya bukan ke sini ya gaes. Kalo soal tarif integrasi tiket lewat aplikasi dan curhat urusan tap-mengetap kartu di transum Jakarta baik itu di @PT_Transjakarta @mrtjakarta dan @lrtjkt itu bisa mention ke JAKLINGKO yang ini. Bener ya min ? Hehehe,1.82E+18,,,in,Jakarta Capital Region,0,0,1,https://x.com/BuswayFansC/status/1818158574851506238,2394713818,BuswayFansC,7/30/2024 5:35,,Kalo soal angkotnya bukan ke sini ya gaes. Kalo soal tarif integrasi tiket lewat aplikasi dan curhat urusan tap-mengetap kartu di transum Jakarta baik itu di @PT_Transjakarta @mrtjakarta dan @lrtjkt itu bisa mention ke JAKLINGKO yang ini. Bener ya min ? Hehehe,Kalo soal angkotnya bukan ke sini ya gaes . Kalo soal tarif integrasi tiket lewat aplikasi dan curhat urusan tap - mengetap kartu di transum Jakarta baik itu di pt_transjakarta dan itu bisa mention ke JAKLINGKO yang ini . Bener ya min ? Hehehe
40,1.82E+18,Tue Jul 30 14:52:38 +0000 2024,0,Sebuah mobil tabrak pembatas busway lalu lintas di kawasan Pancoran menuju Kuningan tersendat #pasangmata #lalulintas #kecelakaan #Jakarta https://t.co/r3oilKYjyz https://t.co/GUuL1c2Nzh,1.82E+18,https://pbs.twimg.com/ext_tw_video_thumb/1818298544035618816/pu/img/9bC3cWa0zV0GaKdJ.jpg,,in,Indonesia,0,0,0,https://x.com/PasangMata/status/1818298664865104032,2232398486,PasangMata,7/30/2024 14:52,,Sebuah mobil tabrak pembatas busway lalu lintas di kawasan Pancoran menuju Kuningan tersendat #pasangmata #lalulintas #kecelakaan #Jakarta https://t.co/r3oilKYjyz https://t.co/GUuL1c2Nzh,Sebuah mobil tabrak pembatas busway lalu lintas di kawasan Pancoran menuju Kuningan tersendat
41,1.82E+18,Mon Jul 29 07:58:47 +0000 2024,0,Eh gais kopi yg di halte busway HI itu fore apa tomorrow si? Lupa deh gw wkwk,1.82E+18,,,in,Jakarta Capital Region,0,0,0,https://x.com/bosankurusss/status/1817832128996094060,1.60E+18,bosankurusss,7/29/2024 7:58,,Eh gais kopi yg di halte busway HI itu fore apa tomorrow si? Lupa deh gw wkwk,Eh gais kopi yg di halte busway HI itu fore apa tomorrow si ? Lupa deh gw wkwk
42,1.82E+18,Tue Jul 30 14:08:05 +0000 2024,1,Anyway busway rambutku kupotong pendek bangeeeettt dan si kembar bilang aku jadi mirip teman mereka yang cowok!!,1.82E+18,,,in,United States,0,1,0,https://x.com/sheknowshoney/status/1818287451313459486,293711629,sheknowshoney,7/30/2024 14:08,,Anyway busway rambutku kupotong pendek bangeeeettt dan si kembar bilang aku jadi mirip teman mereka yang cowok!!,Anyway busway rambutku kupotong pendek bangeeeettt dan si kembar bilang aku jadi mirip teman mereka yang cowok ! !
43,1.82E+18,Tue Jul 30 13:20:07 +0000 2024,0,Btw busway keina sama karin tua an siapa? Jarak umurnya brp? Mereka seumuran cm beda bulan lahir aja duluan kekei #tellgen https://t.co/3ZwQLQ9Js1,1.82E+18,,,in,,0,0,0,https://x.com/gentahuu/status/1818275382405296390,1.63E+18,gentahuu,7/30/2024 13:20,,Btw busway keina sama karin tua an siapa? Jarak umurnya brp? Mereka seumuran cm beda bulan lahir aja duluan kekei #tellgen https://t.co/3ZwQLQ9Js1,Btw busway keina sama karin tua an siapa ? Jarak umurnya brp ? Mereka seumuran cm beda bulan lahir aja duluan kekei
44,1.82E+18,Tue Jul 30 13:20:15 +0000 2024,0,Gila gila gila Segenting apa ini pejabat sampe kudu naik ke jalur langit yg notabennya itu jalur busway khusus transjakarta doang?,1.82E+18,,,in,"Jakarta Selatan, DKI Jakarta",0,0,0,https://x.com/ochaoktv/status/1818275415443767650,46642477,ochaoktv,7/30/2024 13:20,,Gila gila gila Segenting apa ini pejabat sampe kudu naik ke jalur langit yg notabennya itu jalur busway khusus transjakarta doang?,Gila gila gila Segenting apa ini pejabat sampe kudu naik ke jalur langit yg notabennya itu jalur busway khusus transjakarta doang ?
45,1.82E+18,Sun Jul 28 02:09:52 +0000 2024,0,msh berasa agak sebel semalam udah masuk ke peron halte busway tp kek digantungin soal ny gak ada petunjuk jadwal bus (ada sih di gmaps dan itu sejam lg which is feels surreal) akhir ny ujung2 ny pulang pesan ojol. by @PT_Transjakarta km panjangin jam operasi reguler dong,1.82E+18,,,in,,0,2,0,https://x.com/gentrifybimbo/status/1817381929622405617,1.12E+18,gentrifybimbo,7/28/2024 2:09,,msh berasa agak sebel semalam udah masuk ke peron halte busway tp kek digantungin soal ny gak ada petunjuk jadwal bus (ada sih di gmaps dan itu sejam lg which is feels surreal) akhir ny ujung2 ny pulang pesan ojol. by @PT_Transjakarta km panjangin jam operasi reguler dong,msh berasa agak sebel semalam udah masuk ke peron halte busway tp kek digantungin soal ny gak ada petunjuk jadwal bus ( ada sih di gmaps dan itu sejam lg which is feels surreal ) akhir ny ujung2 ny pulang pesan ojol . by pt_transjakarta km panjangin jam operasi reguler dong
46,1.82E+18,Mon Jul 29 11:16:58 +0000 2024,0,BAU BANGET ANJIR NI BUSWAY PELIS FANCAM ALASKA YOK BIAR KU GA PUSING,1.82E+18,,,in,29917-261018-23820-071220-2301,0,0,0,https://x.com/hwangangel93/status/1817882001619497241,495669142,hwangangel93,7/29/2024 11:16,,BAU BANGET ANJIR NI BUSWAY PELIS FANCAM ALASKA YOK BIAR KU GA PUSING,BAU BANGET ANJIR NI BUSWAY PELIS FANCAM ALASKA YOK BIAR KU GA PUSING
47,1.82E+18,Tue Jul 30 11:01:43 +0000 2024,0,resiko mnjd anak cengeng GATAU TBTB BGT DI BUSWAY PENGEN NANGIS,1.82E+18,,,in,,0,0,0,https://x.com/emformay/status/1818240553122984257,1.47E+18,emformay,7/30/2024 11:01,,resiko mnjd anak cengeng GATAU TBTB BGT DI BUSWAY PENGEN NANGIS,resiko mnjd anak cengeng GATAU TBTB BGT DI BUSWAY PENGEN NANGIS
48,1.82E+18,Tue Jul 30 12:14:28 +0000 2024,2,19.09 Sebuah mobil mengalami ouf of control &amp; menabrak separator Busway di Jl. Gatot Subroto mengarah Kuningan saat ini masih dalam penanganan petugas Polri. https://t.co/JkPUfEuB3Q,1.82E+18,https://pbs.twimg.com/media/GTvAyu5aMAAHAU_.jpg,,in,"DKI Jakarta, Indonesia",0,0,1,https://x.com/TMCPoldaMetro/status/1818258860236505285,76647722,TMCPoldaMetro,7/30/2024 12:14,,19.09 Sebuah mobil mengalami ouf of control &amp; menabrak separator Busway di Jl. Gatot Subroto mengarah Kuningan saat ini masih dalam penanganan petugas Polri. https://t.co/JkPUfEuB3Q,19 . 09 Sebuah mobil mengalami ouf of control & menabrak separator Busway di Jl . Gatot Subroto mengarah Kuningan saat ini masih dalam penanganan petugas Polri .
